,Close,Momentum_1y,Momentum_6mo,RelativeStrength_1y,RelativeStrength_6mo,PriceVs52WeekHigh,50dMAvs200dMA,Price_Momentum,Model_Value,Rank,algorithm,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bidSize,circulatingSupply,currency,dayHigh,dayLow,dividendRate,dividendYield,exDividendDate,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiveYearAvgDividendYield,forwardPE,fromCurrency,lastMarket,marketCap,maxAge,maxSupply,navPrice,open,openInterest,payoutRatio,previousClose,priceHint,priceToSalesTrailing12Months,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,startDate,strikePrice,toCurrency,totalAssets,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,yield,ytdReturn
MA,227.92999267578125,0.0630113176793854,-0.13511304553446313,0.1981248716784314,-0.007211587679537224,-0.34361413196319296,0.9773993883141782,0.20617463508746986,0.20617463508746986,38.0,,229,1000,9971871,6469817,9971871,0.988915,228.77,1800,,USD,237.1,227.1,1.6,0.0066000004,2020-04-08,-,281.67715,347.25,199.99,0.59,22.906815,,,229778194432,1,,,230.94,,0.16620001,241.56,2,13.610033,237.1,227.1,230.94,241.56,6424282,-,,,,True,1.39,0.005754264,28.79219,288.19043,6424282,,,,
CMCSA,35.68000030517578,0.03908503884085664,-0.1439387338494859,0.1711574544116654,-0.017342438936649107,-0.2526183430000884,0.916610350963866,0.2044517558596985,0.2044517558596985,39.0,,32.93,1000,38336314,28858148,38336314,0.957244,32.33,3000,,USD,33.76,32.055,0.92,0.026800001,2020-03-31,-,39.942,47.74,31.71,1.74,9.765059,,,147609223168,1,,,33.16,,0.29680002,34.38,2,1.354934,33.76,32.055,33.16,34.38,26097173,-,,,,True,0.84,0.024432808,11.45583,43.575768,26097173,,,,
V,148.47999572753906,0.02151710451712436,-0.14054156175289234,0.15135655605131015,-0.013442885272736183,-0.30671898152150595,0.9784566097269353,0.2024128247460008,0.2024128247460008,40.0,,154.8,900,20540071,12934796,20540071,0.929532,153.15,1000,,USD,158.07,151.4162,1.2,0.0074,2020-02-13,-,179.51172,214.17,133.93,0.63,22.85224,,,339274891264,1,,,156.32,,0.1916,161.12,2,14.421887,158.07,151.4162,156.32,161.12,12274429,-,,,,True,1.1,0.00682721,27.955084,183.46416,12274429,,,,
TXN,100.0,-0.013521109927234086,-0.11043520209447337,0.11186482582530166,0.021115671601902974,-0.26308032424465727,0.924892399232529,0.1986981431037691,0.1986981431037691,41.0,,97.91,900,9266842,6907033,9266842,1.151227,95.09,1800,,USD,100.37,96.07,3.6,0.036,2020-01-30,-,113.066,135.7,93.09,2.45,17.810661,,,90464837632,1,,,96.1,,0.61259997,99.93,2,6.2897058,100.37,96.07,96.1,99.93,8229664,-,,,,True,3.21,0.032122485,18.50105,122.247734,8229664,,,,
UPS,99.26000213623047,-0.10814804506899746,-0.013422099160193664,0.005210378559817874,0.1324752937341649,-0.20788442952493444,0.8609202910358158,0.19768038345121602,0.19768038345121602,42.0,,90.38,1000,5613914,5300729,5613914,1.220902,90.08,1100,,USD,92.88,89.08,4.04,0.0432,2020-02-24,-,96.26685,125.31,82,3.08,10.916667,,,77595025408,1,,,90.91,,0.7515,93.42,2,1.0472511,92.88,89.08,90.91,93.42,5444010,-,,,,True,3.84,0.04110469,17.688845,111.81854,5444010,,,,
ORCL,47.27000045776367,-0.019920418614947914,-0.15946601892355894,0.10465213601402512,-0.0351659343850943,-0.21867767838407154,0.9291735891135297,0.19499552808959725,0.19499552808959725,43.0,,49,1800,20981471,14432374,20981471,1.064133,48.7,900,,USD,48.99,46.04,0.96,0.0199,2020-04-08,-,49.596573,60.5,39.71,1.52,11.681055,,,153610878976,1,,,46.55,,0.3057,48.33,2,3.8628697,48.99,46.04,46.55,48.33,17109187,-,,,,True,0.96,0.019863438,15.31761,53.37708,17109187,,,,
CVS,57.18000030517578,-0.24493458572132215,0.07398785807282104,-0.1489623510628343,0.23281163504941849,-0.2576918044245647,0.9177767717080797,0.18598356281752482,0.18598356281752482,44.0,,58.9,800,16778742,10696609,16778742,0.958828,58.34,900,,USD,58.87,57.2,2,0.0337,2020-04-22,-,62.478287,77.03,51.72,2.43,7.69657,,,76084690944,1,,,57.75,,0.3937,59.33,2,0.29747888,58.87,57.2,57.75,59.33,10987383,-,,,,True,2,0.033709757,11.484252,68.07569,10987383,,,,
WBA,52.810001373291016,-0.24668343892813083,-0.009330827575586351,-0.15093349143466628,0.13717159190340267,-0.1812402887861858,0.88641323429331,0.17285276149396514,0.17285276149396514,45.0,,43.6,800,9009971,7258461,9009971,0.889944,43.53,900,,USD,46.4,42.61,1.83,0.04,2020-02-18,-,48.107716,64.5,40.52,2.24,7.1359863,,,38118641664,1,,,45.07,,0.44,45.75,2,0.277404,46.4,42.61,45.07,45.75,6797972,-,,,,True,1.795,0.039234973,10.554329,54.272335,6797972,,,,
OEF,111.83999633789062,-0.11277084483670553,-0.12883053052158353,0.0,0.0,-0.2670074954916069,0.9511939396697748,0.171046611044542,0.171046611044542,46.0,,114.17,1200,1438114,1170679,1438114,,111.77,1300,,USD,116.27,112.72,,,-,-,130.41257,152.58,101.87,,,,,,1,,118.5,114.53,,,118.62,2,,116.27,112.72,114.53,118.62,1470184,-,,,5193087488,True,1.979,0.016683526,,137.10408,1470184,,,0.020299999,
UNH,217.05999755859375,-0.17115648402046243,-0.09892905199904149,-0.06580671841539187,0.034323377448528536,-0.29229566183497846,0.9948502553053635,0.16776781312588043,0.16776781312588043,47.0,,238.09,800,7534142,5948101,7534142,0.710213,235.46,1100,,USD,246.605,235.44,4.32,0.0173,2020-03-13,-,263.546,306.71,187.72,1.44,12.563262,,,225115357184,1,,,238.69,,0.2889,249.38,2,0.9296333,246.605,235.44,238.69,249.38,4436497,-,,,,True,4.14,0.01660117,16.561062,264.91022,4436497,,,,
PM,64.91000366210938,-0.16700781170908477,-0.1481879774925528,-0.06113073105943745,-0.022220070433091266,-0.28013747740812495,0.9699037018930643,0.15160385574810264,0.15160385574810264,48.0,,74.48,900,9457342,6687222,9457342,0.929532,70.13,1200,,USD,71.99,69.2755,4.68,0.0641,2020-03-20,-,79.16,90.17,56.01,4.76,12.157266,,,110741667840,1,,,69.77,,1.0022,72.96,2,3.71554,71.99,69.2755,69.77,72.96,5620896,-,,,,True,4.62,0.063322365,15.427332,81.61635,5620896,,,,
ACN,151.14999389648438,-0.09779607851709364,-0.17526512905124358,0.016878126955663264,-0.05330145299681033,-0.30149270346834706,0.9358245409425557,0.1494771278582654,0.1494771278582654,49.0,,166,1000,4563766,3104709,4563766,1.086302,154,800,,USD,160.8177,152.58,3.2,0.0196,2020-04-15,-,181.488,216.39,137.15,1.79,19.1199,,,98674540544,1,,,158.57,,0.39900002,163.26,2,2.209669,160.8177,152.58,158.57,163.26,2881664,-,,,,True,2.4,0.014700479,20.180038,193.93379,2881664,,,,
QCOM,61.189998626708984,-0.10678966306385027,-0.1764365723444036,0.006741417071392863,-0.05464613199923385,-0.3637309074897683,0.9238735594558717,0.1280594842595656,0.1280594842595656,50.0,,66.5,2200,14073000,12020409,14073000,1.465558,66.03,1000,,USD,68.7,65,2.48,0.0367,2020-03-04,-,76.11943,96.17,55.79,3.56,10.983334,,,75326341120,1,,,65,,0.70449996,67.65,2,3.073541,68.7,65,65,67.65,14167923,-,,,,True,2.48,0.036659274,18.700342,82.39161,14167923,,,,
FB,146.9600067138672,-0.07485048116334501,-0.23854918801105085,0.042740213678371886,-0.12594410310907433,-0.3445137969943479,0.9325694271812714,0.12621293518905527,0.12621293518905527,51.0,,160.8,1000,27578871,21198830,27578871,1.051464,160.5,1100,,USD,164.15,158.035,,,-,-,180.81943,224.2,137.1,,15.465117,,,454931808256,1,,,161.615,,0,166.8,2,6.434952,164.15,158.035,161.615,166.8,19507559,-,,,,True,,,24.821152,193.8938,19507559,,,,
NKE,68.04000091552734,-0.13749038178463785,-0.18304319818487816,-0.027861502075394062,-0.0622297607556801,-0.35580381636501285,0.9280232539695809,0.12053204369337346,0.12053204369337346,52.0,,79.79,1200,16506728,9770522,16506728,0.860649,79.01,800,,USD,81.18,78.53,0.98,0.0117999995,2020-02-28,-,86.59114,105.62,60,1.08,27.800003,,,123390427136,1,,,79.49,,0.3432,82.74,2,2.9895437,81.18,78.53,79.49,82.74,9409773,-,,,,True,0.93,0.01124003,29.246954,93.30708,9409773,,,,
BLK,373.3599853515625,-0.1761493781689612,-0.1864673711458597,-0.07143423202835442,-0.06616030823346497,-0.35271582435886595,0.9679090225044408,0.11939966447093886,0.11939966447093886,53.0,,407.14,1300,1414614,968558,1414614,1.526524,406.36,1400,,USD,424.5,401.9,14.52,0.033,2020-03-04,-,464.80658,576.81,323.98,2.48,12.902962,,,63803875328,1,,,418.11,,0.4643,439.97,2,4.388464,424.5,401.9,418.11,439.97,1102389,-,,,,True,13.2,0.030002045,14.405206,480.21722,1102389,,,,
SBUX,56.33000183105469,0.03712199470319907,-0.3189669175374953,0.16894489847137284,-0.21825419011727942,-0.43511831296575726,0.8890364883047118,0.101152220923262,0.101152220923262,54.0,,63,800,21487214,12628309,21487214,0.583531,62.62,1400,,USD,64.76,61.58,1.64,0.0249,2020-02-05,-,74.38114,99.72,50.02,1.64,19.507788,,,73497092096,1,,,67.18,,0.4885,65.74,2,2.7248394,64.76,61.58,67.18,65.74,11761535,-,,,,True,1.54,0.023425616,20.510973,83.66489,11761535,,,,
PFE,32.36000061035156,-0.2356612487358602,-0.23094901278750862,-0.13851033093759946,-0.11721999661795446,-0.2737881371106023,0.9135431767821757,0.09600617802900488,0.09600617802900488,55.0,,31.8,800,38342514,32722558,38342514,0.692794,31.55,1200,,USD,32.28,31.53,1.52,0.0466,2020-01-30,-,33.53057,44.56,27.88,3.52,10.209003,,,176137568256,1,,,31.92,,0.5017,32.64,2,3.4036245,32.28,31.53,31.92,32.64,24688846,-,,,,True,1.44,0.04411765,11.074293,36.70387,24688846,,,,
HD,155.6300048828125,-0.1858129167928269,-0.23721628015940177,-0.08232605018787731,-0.12441408180053715,-0.3708360087208421,0.9482444921108594,0.0926670878504007,0.0926670878504007,56.0,,178.72,800,9997100,6529720,9997100,0.931116,178.75,900,,USD,182.76,175,6,0.0321,2020-03-11,-,211.94371,247.36,140.63,2.07,15.977638,,,191980797952,1,,,175.91,,0.53069997,186.71,2,1.7417175,182.76,175,175.91,186.71,7719152,-,,,,True,5.58,0.029885918,17.427317,223.51167,7719152,,,,
IBM,103.55000305175781,-0.26610118406796,-0.22324516437779005,-0.17281931994562783,-0.10837688551314151,-0.3477165162093996,0.9301976114975741,0.07532122245735129,0.07532122245735129,57.0,,105.3,1100,7405942,6798003,7405942,1.305621,105.21,1000,,USD,109.92,104.521,6.48,0.0584,2020-02-07,-,125.42486,158.75,90.56,3.95,7.5803895,,,93407215616,1,,,106.36,,0.60830003,110.93,2,1.2107693,109.92,104.521,106.36,110.93,5829690,-,,,,True,6.43,0.05796448,9.950786,134.83679,5829690,,,,
MCD,137.3000030517578,-0.14133820265945746,-0.32688132033430267,-0.032198398414324036,-0.22733899287275916,-0.3813364436905429,0.9411719670455005,0.07507453301696859,0.07507453301696859,58.0,,158.65,900,8127200,5267782,8127200,0.489311,158.31,1200,,USD,161.44,156.35,5,0.030199999,2020-02-28,-,187.10286,221.93,124.23,2.65,17.912798,,,117907349504,1,,,166.84,,0.6003,165.35,2,5.5942564,161.44,156.35,166.84,165.35,4558965,-,,,,True,4.73,0.028605986,20.072334,198.79774,4558965,,,,
MDT,74.54000091552734,-0.21083439011978708,-0.22284818803908849,-0.11052786612386856,-0.10792120340695,-0.38976667281598576,0.8990450480812915,0.0727073264336218,0.0727073264336218,59.0,,84.11,800,11894871,6896159,11894871,0.673792,82.05,800,,USD,87.69,82.98,2.16,0.024,2020-03-26,-,97.26086,122.15,72.13,2.02,14.377778,,,112721698816,1,,,91.68,,0.5381,90.18,2,3.628926,87.69,82.98,91.68,90.18,7819825,-,,,,True,2.12,0.023508538,20.975061,108.18241,7819825,,,,
MO,38.31999969482422,-0.3269214585202743,-0.1614588676633918,-0.24137012680129344,-0.037453490147380086,-0.3290141884989631,0.8941544996574824,0.07157917355246146,0.07157917355246146,60.0,,37.2,800,18689157,12357635,18689157,0.585114,37.56,1300,,USD,37.98,36.69,3.36,0.086899996,2020-03-24,-,40.586,57.11,30.95,4.61,8.070816,,,69893300224,1,,,36.85,,,38.67,2,3.5306778,37.98,36.69,36.85,38.67,18287479,-,,,,True,3.28,0.08482028,,45.390366,18287479,,,,
EXC,33.040000915527344,-0.19973504483014495,-0.2941854573114135,-0.09801774376703576,-0.18980799096280399,-0.3544353084109546,0.9272605993210609,0.07124988904506663,0.07124988904506663,61.0,,34.1,2200,8745257,7369327,8745257,0.370546,33.48,1300,,USD,35.78,32.945,1.53,0.0416,2020-02-19,-,41.759144,51.18,29.28,3.46,11.2348995,,,32607174656,1,,,35.2,,0.48169997,36.81,2,0.94683707,35.78,32.945,35.2,36.81,5835527,-,,,,True,1.45,0.03939147,11.122924,45.03496,5835527,,,,
ALL,75.55000305175781,-0.2171239147243309,-0.24637890501122575,-0.11761681779767397,-0.13493169653892978,-0.4000158588646934,0.9296250117181251,0.06926515962920698,0.06926515962920698,62.0,,87.79,2900,3013562,2183438,3013562,0.901821,81.51,1100,,USD,88.8,85.35,2.16,0.0235,2020-02-28,-,101.04943,125.92,64.13,1.8,7.8474116,,,27381368832,1,,,86.49,,0.1426,91.73,2,0.6129014,88.8,85.35,86.49,91.73,2629912,-,,,,True,2,0.021803116,6.1582327,108.69913,2629912,,,,
HON,119.61000061035156,-0.22689129418930784,-0.3042994257344285,-0.12862567543962022,-0.20141763613215358,-0.35015755400221904,0.9077989114030371,0.056899511457261076,0.056899511457261076,63.0,,131,800,5858514,4019775,5858514,1.12114,128.61,1100,,USD,131.28,125.5,3.6,0.0269,2020-02-27,-,153.08371,184.06,101.08,1.98,14.739773,,,91742199808,1,,,128.28,,0.3995,133.79,2,2.4991746,131.28,125.5,128.28,133.79,4131338,-,,,,True,3.36,0.025113985,15.423306,168.63174,4131338,,,,
CSCO,37.119998931884766,-0.2052638000974188,-0.3072562083844425,-0.10424922887446131,-0.2048116745524673,-0.3628561803658639,0.8946105138216818,0.0556733575072223,0.0556733575072223,64.0,,38.47,2200,36259900,31158637,36259900,1.195566,38.45,1400,,USD,38.86,37.8742,1.44,0.0366,2020-04-02,-,40.73057,58.26,32.4,2.97,11.650456,,,162552938496,1,,,38.17,,0.5447,39.31,2,3.1533062,38.86,37.8742,38.17,39.31,26790667,-,,,,True,1.4,0.035614345,14.949299,45.52883,26790667,,,,
JPM,83.88999938964844,-0.2446899490787394,-0.2333864064015644,-0.14868661999475685,-0.1200178375656118,-0.40545712693374597,0.8841109717260548,0.05248734680798503,0.05248734680798503,65.0,,85.09,900,29983800,19726106,29983800,1.177355,84.87,900,,USD,86.56,83.25,3.6,0.04,2020-04-03,-,109.98657,141.1,76.91,2.44,7.8401484,,,259320938496,1,,,85.1,,0.3172,90.03,2,2.3565848,86.56,83.25,85.1,90.03,26992611,-,,,,True,3.4,0.03776519,7.869403,124.40358,26992611,,,,
MMM,137.02000427246094,-0.3270886925483656,-0.18810485320144935,-0.24155861703193793,-0.06803994487473752,-0.3764732456315771,0.8944132488321379,0.05208536032347133,0.05208536032347133,66.0,,134.59,2900,6207285,4771235,6207285,1.087885,132.01,800,,USD,135.835,131.01,5.88,0.0431,2020-02-13,-,145.6063,219.75,114.04,2.65,13.883211,,,76590252032,1,,,132,,0.7375,136.51,2,2.3833163,135.835,131.01,132,136.51,3583931,-,,,,True,5.76,0.042194713,17.047375,162.79533,3583931,,,,
CAT,100.12000274658203,-0.33434864777646495,-0.2486854357201483,-0.24974134545767723,-0.13757932227620862,-0.33497175193236783,0.8781163748628473,0.03895598879914841,0.03895598879914841,67.0,,111.65,800,6747885,4767259,6747885,1.41726,109.5,800,,USD,116.75,109.5,4.12,0.0355,2020-01-17,-,117.07714,150.55,87.5,3.03,12.263216,,,61251743744,1,,,112.09,,0.352,116.04,2,1.1385082,116.75,109.5,112.09,116.04,6763214,-,,,,True,3.95,0.034039985,10.3677845,133.32759,6763214,,,,
UNP,115.08000183105469,-0.27657672175396897,-0.30750090443143857,-0.18462634592650984,-0.2050925568096732,-0.3909822087687623,0.9074886436853226,0.0316968830450943,0.0316968830450943,68.0,,136.49,800,5505771,4543320,5505771,1.103721,134.1,800,,USD,137.97,132.5022,3.88,0.0275,2020-02-27,-,152.52315,188.96,105.08,2.19,13.527255,,,94213865472,1,,,134.03,,0.4415,141.04,2,4.340053,137.97,132.5022,134.03,141.04,4742448,-,,,,True,3.7,0.026233694,16.28759,168.07169,4742448,,,,
BAC,20.790000915527344,-0.2928608643915405,-0.26980910173228906,-0.2029802768617195,-0.16182680425556195,-0.41797309866944726,0.8584462135668939,0.018916508445041308,0.018916508445041308,69.0,,19.91,29200,122850385,78944448,122850385,1.625494,19.97,800,,USD,20.35,19.51,0.72,0.0339,2020-03-05,-,26.642286,35.72,17.95,1.55,6.6565657,,,172488704000,1,,,19.93,,0.24,21.23,2,2.0154788,20.35,19.51,19.93,21.23,82400278,-,,,,True,0.66,0.031088084,7.189091,31.035475,82400278,,,,
DIS,88.80000305175781,-0.2199908215244901,-0.3563072706367856,-0.1208481214394389,-0.261116519902145,-0.4211589658317071,0.8553791043071676,0.01306387428346914,0.01306387428346914,70.0,,96.2,900,27584314,17932964,27584314,1.035629,95.1,1100,,USD,97.4,92.56,1.76,0.0182,2019-12-13,-,113.85314,153.41,79.07,1.43,16.536585,,,171372363776,1,,,93.5,,0.3154,96.6,2,2.281163,97.4,92.56,93.5,96.6,18019129,-,,,,True,1.76,0.018219462,15.97442,133.10255,18019129,,,,
MS,30.75,-0.3215573398582016,-0.2826277790078692,-0.23532420435740642,-0.17654113679898187,-0.4658676393955185,0.8956455193102477,0.004478134689585245,0.004478134689585245,71.0,,31.95,1200,24922985,18061940,24922985,1.37688,31.66,1400,,USD,32.41,31.16,1.4,0.041199997,2020-01-30,-,42.020287,57.57,27.2,2.13,5.8125,,,48454488064,1,,,31.68,,0.2505,34,2,1.1698613,32.41,31.16,31.68,34,23392442,-,,,,True,1.35,0.039705884,6.0924854,46.916203,23392442,,,,
KHC,23.690000534057617,-0.5363556166694502,-0.2018093947479007,-0.47742431520387074,-0.0837711453203368,-0.2986974383049847,0.8708135715562912,0.002730168181774739,0.002730168181774739,72.0,,23.84,1800,11242085,10070690,11242085,1.090433,23.55,900,,USD,24.385,23.5,1.6,0.0647,2020-03-12,-,25.105429,33.78,19.99,,10.251082,,,28931276800,1,,,24.02,,1.0127,24.74,2,1.1583167,24.385,23.5,24.02,24.74,6098568,-,,,,True,1.6,0.0646726,14.987342,28.829855,6098568,,,,
GD,121.11000061035156,-0.3946912947071194,-0.322493459729621,-0.317753816169991,-0.22230224542187715,-0.3749483866104894,0.8842564883475338,-0.0076869899637059536,-0.0076869899637059536,73.0,,130.8,800,2738714,2102259,2738714,,125.25,1100,,USD,129,125.19,,,-,-,153.91685,193.76,100.55,,9.430052,,,36898480128,1,,,126.71,,,132.31,2,,129,125.19,126.71,132.31,1399321,-,,,,True,4.08,0.030836672,10.634391,174.06358,1399321,,,,
GS,140.02000427246094,-0.36538314046011144,-0.30322797514678274,-0.28472046275002383,-0.20018773698487602,-0.44094863741730844,0.8848376326524141,-0.010254801124948532,-0.010254801124948532,74.0,,148,900,5628242,4296204,5628242,1.364212,145.52,900,,USD,149.57,145,5,0.0323,2020-02-28,-,189.77971,250.46,130.85,1.46,5.7930617,,,49961447424,1,,,146.1,,0.1973,154.59,2,1.4081182,149.57,145,146.1,154.59,4565009,-,,,,True,4.15,0.026845206,6.908373,214.4797,4565009,,,,
AXP,73.75,-0.3030363245133289,-0.396297945739535,-0.21444908406059437,-0.307021107360533,-0.4660826757402447,0.8974121962150127,-0.02253516773658984,-0.02253516773658984,75.0,,78.8,800,8378300,6011708,8378300,1.089469,77.86,2200,,USD,81.31,77,1.72,0.0201,2020-04-02,-,105.882,138.13,67,1.49,8.765765,,,62721757184,1,,,80.65,,0.2053,85.61,2,1.5687106,81.31,77,80.65,85.61,8291915,-,,,,True,1.64,0.01915664,9.742178,117.985916,8291915,,,,
BKNG,1233.75,-0.3618754606285365,-0.3418981998777936,-0.28076694092179966,-0.24457660285521388,-0.41081661891117477,0.842110905590981,-0.023512314274301838,-0.023512314274301838,76.0,,1299,1300,771671,641414,771671,0.940617,1265.06,800,,USD,1328.34,1248.18,,,-,-,1577.2952,2094,1107.29,,11.860007,,,52215418880,1,,,1293.81,,0,1345.32,2,3.4657784,1328.34,1248.18,1293.81,1345.32,557371,-,,,,True,,,11.372116,1873.0255,557371,,,,
LOW,65.0199966430664,-0.39579758813922084,-0.3460513740531527,-0.3190007245089058,-0.24934395791168273,-0.48694076664510055,0.9000725136110624,-0.038803233863656666,-0.038803233863656666,77.0,,81.64,900,8105171,5905583,8105171,1.248614,79.01,800,,USD,83.92,79.08,2.2,0.0256,2020-04-21,-,100.615425,126.73,60,1.7,11.001368,,,60712996864,1,,,80.74,,0.38799998,86.05,2,0.8415063,83.92,79.08,80.74,86.05,7920061,-,,,,True,2.13,0.02475305,14.648452,111.78591,7920061,,,,
USB,33.0,-0.3616641275651677,-0.3609392917769197,-0.28052874646872195,-0.2664335349060194,-0.45999018163966615,0.8002245770634822,-0.05168197148773135,-0.05168197148773135,78.0,,32.64,1300,13361871,9987895,13361871,1.142517,31.76,900,,USD,33,31.26,1.68,0.048800003,2020-03-30,-,42.642857,61.11,28.59,2.44,7.374134,,,48573833216,1,,,32.53,,0.3798,34.45,2,2.2977214,33,31.26,32.53,34.45,10671171,-,,,,True,1.58,0.04586357,7.6754813,53.288612,10671171,,,,
BK,28.760000228881836,-0.433427398106891,-0.33548301543275927,-0.3614134537893636,-0.23721272628493506,-0.46353291869274693,0.8321780099520699,-0.0574952722037439,-0.0574952722037439,79.0,,32.97,900,7902614,6930909,7902614,1.108471,32.72,900,,USD,33.095,31.38,1.24,0.0368,2020-01-24,-,37.46514,53.61,26.4,1.91,7.9756103,,,28941168640,1,,,31.95,,0.2616,33.68,2,1.7553933,33.095,31.38,31.95,33.68,7365664,-,,,,True,1.18,0.03503563,7.250554,45.020584,7365664,,,,
GE,6.599999904632568,-0.45432265446747505,-0.3695531093953474,-0.38496459189047605,-0.2763211835441025,-0.502262450631028,0.9203924131462895,-0.0607889532298293,-0.0607889532298293,80.0,,7.11,21500,112480114,84221748,112480114,1.135391,7.11,21500,,USD,7.55,7,0.04,0.005,2020-03-06,-,9.593714,13.26,5.9,3.24,10.057143,,,61248000000,1,,,7.52,,,7.94,2,0.64326674,7.55,7,7.52,7.94,98684678,-,,,,True,0.04,0.005037783,,10.423504,98684678,,,,
MET,28.18000030517578,-0.3762706832737401,-0.4167831237001465,-0.2969918615766606,-0.33053568021726576,-0.47109609036832245,0.8372608321659395,-0.0653406999990773,-0.0653406999990773,81.0,,28.89,800,10335414,7941525,10335414,1.119556,27.05,1100,,USD,29.02,27.64,1.76,0.057600003,2020-02-03,-,38.873714,53.28,22.85,3.38,4.3188853,,,25551599616,1,,,31.33,,0.2871,30.57,2,0.3670152,29.02,27.64,31.33,30.57,5230021,-,,,,True,1.74,0.05691855,4.6039605,46.429634,5230021,,,,
UTX,79.4000015258789,-0.41557944250937606,-0.3805521267828345,-0.34129694218281026,-0.28894676073986014,-0.4988639136210622,0.8616855855237046,-0.06685550775500701,-0.06685550775500701,82.0,,91.79,800,10917400,7121024,10917400,1.263657,91.38,900,,USD,92,88.325,2.94,0.0312,2020-02-13,-,119.92971,158.44,69.02,2.33,10.418472,,,79141494784,1,,,89.48,,0.4587,94.33,2,1.027198,92,88.325,89.48,94.33,12183530,-,,,,True,2.94,0.03116718,14.254291,139.18036,12183530,,,,
RTN,112.61000061035156,-0.44292846863034396,-0.3429366263148931,-0.37212215341691846,-0.2457685941651495,-0.5176888786604781,0.8573400773602596,-0.06955988722057163,-0.06955988722057163,83.0,,123.9,900,4351485,3053206,4351485,0.932699,122,800,,USD,125.38,120.18,3.77,0.0287,2020-01-07,-,175.12686,233.48,103,1.96,8.713879,,,34089531392,1,,,123.94,,0.3163,131.15,2,1.1684101,125.38,120.18,123.94,131.15,5040286,-,,,,True,3.77,0.028745713,10.267528,204.26767,5040286,,,,
EMR,41.13999938964844,-0.44992703678559937,-0.3696244261530422,-0.3800102712887521,-0.27640304678678174,-0.47512121217595765,0.846387062202417,-0.0712868670122686,-0.0712868670122686,84.0,,46.99,800,5865000,4777769,5865000,1.39034,44.45,800,,USD,45.92,43.55,2,0.042,2020-02-13,-,58.140858,78.38,37.75,3.2,12.589532,,,27961135104,1,,,44.82,,0.5629,47.65,2,1.5216117,45.92,43.55,44.82,47.65,4418285,-,,,,True,1.97,0.041343126,13.038516,68.69299,4418285,,,,
WFC,28.1200008392334,-0.44308988511082464,-0.38683350020791046,-0.3723040866632973,-0.2961570380109825,-0.48639267873546305,0.7796185010737552,-0.09380882558399692,-0.09380882558399692,85.0,,26.8,4000,44511271,32728211,44511271,1.15281,26.63,4000,,USD,27.37,26.2,2.04,0.071100004,2020-02-06,-,37.15286,54.75,25.11,3.13,6.528255,,,108655362048,1,,,27.0197,,0.4741,28.7,2,1.3177055,27.37,26.2,27.0197,28.7,48387481,-,,,,True,1.92,0.06689895,6.5604935,47.65518,48387481,,,,
FDX,99.68000030517578,-0.5729794908028488,-0.38482624802715093,-0.5187032496485555,-0.29385294879403456,-0.49989965730897157,0.884181264824577,-0.10706864773174612,-0.10706864773174612,86.0,,113.7,800,3048514,3151514,3048514,1.562945,113.52,1100,,USD,118.75,112.3,2.6,0.0209,2020-03-06,-,130.77086,199.32,88.69,0.98,10.439743,,,29646651392,1,,,116.01,,,121.26,2,0.42555413,118.75,112.3,116.01,121.26,2512717,-,,,,True,2.6,0.021441529,,147.90051,2512717,,,,
KMI,9.979999542236328,-0.41293718553075426,-0.5043855075124176,-0.3383188423725808,-0.4310929045937354,-0.5580159635856364,0.8767933216674744,-0.11265859722111954,-0.11265859722111954,87.0,,12.96,900,24247314,19329945,24247314,0.819477,12.52,4000,,USD,13.28,12.5,1,0.0718,2020-01-31,-,17.296572,22.58,9.42,4.51,12.989795,,,28834213888,1,,,13.05,,0.9896,13.92,2,2.182922,13.28,12.5,13.05,13.92,17537632,-,,,,True,1,0.07183908,13.232847,19.72708,17537632,,,,
